Sample,Review_ID,Title,Group,OverallRank,GroupRank,ToRead
Second,1063,Efficiency of hair snares and camera traps to survey mesocarnivore populations,MacKenzie Cited_2011:2015,1046,303,NO
Second,1195,Improving selection of indicator species when detection is imperfect,MacKenzie Cited_2011:2015,1050,304,NO
Second,1169,"ASSEMBLAGES OF AMPHIBIANS, REPTILES, AND MAMMALS ON AN URBAN MILITARY BASE IN OKLAHOMA",MacKenzie Cited_2011:2015,1051,305,NO
Second,957,Rhinos in the Parks: An Island-Wide Survey of the Last Wild Population of the Sumatran Rhinoceros,MacKenzie Cited_2011:2015,1067,306,NO
Second,1009,Community structure of acorn weevils (Curculio): inferences from multispecies occupancy models,MacKenzie Cited_2011:2015,1070,307,NO
Second,1046,Factors Associated with the Detectability of Owls in South American Temperate Forests: Implications for Nocturnal Raptor Monitoring,MacKenzie Cited_2011:2015,1072,308,NO
Second,1119,"Disentangling the importance of interspecific competition, food availability, and habitat in species occupancy: Recolonization of the endangered Fennoscandian arctic fox",MacKenzie Cited_2011:2015,1073,309,NO
Second,1007,Using passive detection devices to monitor occupancy of ship rats (Rattus rattus) in New Zealand temperate rainforest,MacKenzie Cited_2011:2015,1076,310,NO
Second,1186,Evaluating Population Estimates of Mountain Goats Based on Citizen Science,MacKenzie Cited_2011:2015,1077,311,NO
Second,950,"Effects of landscape transformation on bird colonization and extinction patterns in a large-scale, long-term natural experiment",MacKenzie Cited_2011:2015,1078,312,NO
Second,1255,Influence of exurban development on bird species richness and diversity,MacKenzie Cited_2011:2015,1079,313,NO
Second,960,Detecting Long-Term Population Trends for an Elusive Reptile Species,MacKenzie Cited_2011:2015,1082,314,NO
Second,1074,"Camera traps, sand plots and known events: what do camera traps miss?",MacKenzie Cited_2011:2015,1085,315,NO
Second,1247,Differential response of bird functional traits to post-fire salvage logging in a boreal forest ecosystem,MacKenzie Cited_2011:2015,1086,316,NO
Second,1259,Forecasting population trend from the scaling pattern of occupancy,MacKenzie Cited_2011:2015,1088,317,NO
Second,1217,Hierarchical multi-scale occupancy estimation for monitoring wildlife populations,MacKenzie Cited_2011:2015,1090,318,NO
Second,1089,Response of brown-headed cowbirds and three host species to thinning treatments in low-elevation ponderosa pine forests along the northern Colorado Front Range,MacKenzie Cited_2011:2015,1092,319,NO
Second,1204,Parameter-expanded data augmentation for Bayesian analysis of capture-recapture models,MacKenzie Cited_2011:2015,1094,320,NO
Second,1118,The influence of abundance on detectability,MacKenzie Cited_2011:2015,1096,321,NO
Second,1230,Monitoring carnivore populations at the landscape scale: occupancy modelling of tigers from sign surveys,MacKenzie Cited_2011:2015,1097,322,NO
Second,994,Temporally Adaptive Sampling: A Case Study in Rare Species Survey Design with Marbled Salamanders (Ambystoma opacum),MacKenzie Cited_2011:2015,1109,323,NO
Second,1201,Monitoring Svalbard rock ptarmigan: Distance sampling and occupancy modeling,MacKenzie Cited_2011:2015,1112,324,NO
Second,978,Time-lags in primate occupancy: a study case using dynamic models,MacKenzie Cited_2011:2015,1115,325,NO
Second,1105,Applying occupancy estimation and modelling to the analysis of atlas data,MacKenzie Cited_2011:2015,1120,326,NO
Second,1268,Expert Knowledge as a Basis for Landscape Ecological Predictive Models,MacKenzie Cited_2011:2015,1121,327,NO
Second,1057,Stopover ecology of American Golden-Plovers (Pluvialis dominica) in Midwestern agricultural fields,MacKenzie Cited_2011:2015,1124,328,NO
Second,1220,An integrated model of habitat and species occurrence dynamics,MacKenzie Cited_2011:2015,1128,329,NO
Second,1256,"Habitat resources, remnant vegetation condition and area determine distribution patterns and abundance of butterflies and day-flying moths in a fragmented urban landscape, south-west Western Australia",MacKenzie Cited_2011:2015,1129,330,NO
Second,1245,"Secretive Marsh Bird Species Co-Occurrences and Habitat Associations Across the Midwest, USA",MacKenzie Cited_2011:2015,1133,331,NO
Second,1226,Environmental Refuge from Disease-Driven Amphibian Extinction,MacKenzie Cited_2011:2015,1134,332,NO
Second,968,Mechanistic understanding of human-wildlife conflict through a novel application of dynamic occupancy models,MacKenzie Cited_2011:2015,1135,333,NO
Second,1011,Patterns in the use of rub trees by the Eurasian Brown Bear,MacKenzie Cited_2011:2015,1137,334,NO
Second,1129,"LEAST BITTERN OCCUPANCY DYNAMICS AND DETECTABILITY IN MANITOBA, ONTARIO, AND QUEBEC",MacKenzie Cited_2011:2015,1153,335,NO
Second,1232,Exploring sensitivity of a multistate occupancy model to inform management decisions,MacKenzie Cited_2011:2015,1155,336,NO
Second,1124,Dry season factors determining habitat use and distribution of mouse deer (Moschiola indica) in the Western Ghats,MacKenzie Cited_2011:2015,1157,337,NO
Second,1064,"Comparing the Status of Two Sympatric Amphibians in the Sierra Nevada, California: Insights on Ecological Risk and Monitoring Common Species",MacKenzie Cited_2011:2015,1159,338,NO
Second,1184,Efficient Species-Level Monitoring at the Landscape Scale,MacKenzie Cited_2011:2015,1161,339,NO
Second,1027,"Spatiotemporal distributions and habitat characteristics of the endangered treefrog, Hyla suweonensis, in relation to sympatric H-japonica",MacKenzie Cited_2011:2015,1163,340,NO
Second,1075,Putting contemporary camera trapping in focus,MacKenzie Cited_2011:2015,1166,341,NO
Second,959,Multiscale distribution models for conserving widespread species: the case of sloth bear Melursus ursinus in India,MacKenzie Cited_2011:2015,1172,342,NO
Second,1197,Integrating variability in detection probabilities when designing wildlife surveys: a case study of amphibians from south-eastern Australia,MacKenzie Cited_2011:2015,1173,343,NO
Second,1121,Human disturbance and stage-specific habitat requirements influence snowy plover site occupancy during the breeding season,MacKenzie Cited_2011:2015,1179,344,NO
Second,949,Life history differences influence the impacts of drought on two pond-breeding salamanders,MacKenzie Cited_2011:2015,1182,345,NO
Second,478,Local colonization and extinction in forestry habitats: Assessing the effects of productive activities on the occupancy dynamics of bird populations,MacKenzie Cited_2016:2021,2,1,YES
Second,854,Breeding birds in managed forests on public conservation lands in the Mississippi Alluvial Valley,MacKenzie Cited_2016:2021,7,2,YES
Second,513,Landscape variables affecting the Himalayan red panda Ailurus fulgens occupancy in wet season along the mountains in Nepal,MacKenzie Cited_2016:2021,8,3,YES
Second,734,Restoring habitat for coastal California Gnatcatchers (Polioptila californica californica),MacKenzie Cited_2016:2021,12,4,YES
Second,652,Integrating social and ecological data to model metapopulation dynamics in coupled human and natural systems,MacKenzie Cited_2016:2021,15,5,YES
Second,684,Cryptic wide-ranging movements lead to upwardly biased occupancy in a territorial species,MacKenzie Cited_2016:2021,21,6,YES
Second,671,American marten and fisher do not segregate in space and time during winter in a mixed-forest system,MacKenzie Cited_2016:2021,25,7,YES
Second,554,Landscape dominance of introduced herpetofauna on an oceanic island,MacKenzie Cited_2016:2021,26,8,YES
Second,582,Estimating population persistence for at-risk species using citizen science data,MacKenzie Cited_2016:2021,28,9,YES
Second,835,Local epiphyte establishment and future metapopulation dynamics in landscapes with different spatiotemporal properties,MacKenzie Cited_2016:2021,30,10,YES
Second,713,Using large spatial scale camera trap data and hierarchical occupancy models to evaluate species richness and occupancy of rare and elusive wildlife communities in southwest China,MacKenzie Cited_2016:2021,33,11,YES
Second,623,Direct and indirect effects of pine silviculture on the larval occupancy and breeding of declining amphibian species,MacKenzie Cited_2016:2021,35,12,YES
Second,519,Integrating species distribution and occupancy modeling to study hellbender (Cryptobranchus alleganiensis) occurrence based on eDNA surveys,MacKenzie Cited_2016:2021,36,13,YES
Second,426,Gobbling across landscapes: Eastern wild turkey distribution and occupancy-habitat associations,MacKenzie Cited_2016:2021,38,14,YES
Second,847,Spatial predictions at the community level: from current approaches to future frameworks,MacKenzie Cited_2016:2021,40,15,YES
Second,922,"Soil phosphorus predicts feral pig (Sus scrofa) occupancy, detection probability and feeding activity in a temperate montane rainforest",MacKenzie Cited_2016:2021,42,16,NO
Second,659,Two-stage approaches to the analysis of occupancy data I: the homogeneous case (analysis of occupancy data),MacKenzie Cited_2016:2021,43,17,NO
Second,618,"Occupancy, detectability, and density of crab-eating fox (Cerdocyon thous) in two protected areas of restinga habitats in Brazil",MacKenzie Cited_2016:2021,46,18,NO
Second,703,"OCCUPANCY AND DETECTION OF AN ENDEMIC HABITAT SPECIALIST, THE DUNES SAGEBRUSH LIZARD (SCELOPORUS ARENICOLUS)",MacKenzie Cited_2016:2021,49,19,NO
Second,804,Seasonality and microhabitat selection in a forest-dwelling salamander,MacKenzie Cited_2016:2021,51,20,NO
Second,899,And the First One Now Will Later Be Last: Time-Reversal in Cormack-Jolly-Seber Models,MacKenzie Cited_2016:2021,55,21,NO
Second,606,Habitat traits that increase the probability of occupancy of migratory birds in an urban ecological reserve,MacKenzie Cited_2016:2021,57,22,NO
Second,594,Linking monitoring and data analysis to predictions and decisions for the range-wide eastern black rail status assessment,MacKenzie Cited_2016:2021,60,23,NO
Second,705,Aquatic food web response to patchy shading along forested headwater streams,MacKenzie Cited_2016:2021,65,24,NO
Second,865,Monitoring and management,MacKenzie Cited_2016:2021,67,25,NO
Second,894,"GREAT GRAY OWLS NESTING IN ATYPICAL, LOW-ELEVATION HABITAT IN THE SIERRA NEVADA, CALIFORNIA",MacKenzie Cited_2016:2021,72,26,NO
Second,565,Community science validates climate suitability projections from ecological niche modeling,MacKenzie Cited_2016:2021,75,27,NO
Second,728,Feature evaluation for unsupervised bioacoustic signal segmentation of anuran calls,MacKenzie Cited_2016:2021,77,28,NO
Second,906,Technology-based management of environmental organizations using an Environmental Management Information System (EMIS): Design and development,MacKenzie Cited_2016:2021,79,29,NO
Second,724,Stream community richness predicts apex predator occupancy dynamics in riparian systems,MacKenzie Cited_2016:2021,81,30,NO
Second,710,Accounting for misidentification and heterogeneity in occupancy studies using hidden Markov models,MacKenzie Cited_2016:2021,83,31,NO
Second,491,Exposure to climate change drives stability or collapse of desert mammal and bird communities,MacKenzie Cited_2016:2021,87,32,NO
Second,794,Response of Anurans to Wetland Restoration on a Midwestern Agricultural Landscape,MacKenzie Cited_2016:2021,88,33,NO
Second,443,Threats to Site Occupation of Carnivores: A Spatiotemporal Encroachment of Non-native Species on the Native Carnivore Community in A Human-dominated Protected Area,MacKenzie Cited_2016:2021,89,34,NO
Second,640,Optimizing habitat management for amphibians: From simple models to complex decisions,MacKenzie Cited_2016:2021,92,35,NO
Second,615,Assessing changes in distribution of the Endangered snow leopard Panthera uncia and its wild prey over 2 decades in the Indian Himalaya through interview-based occupancy surveys,MacKenzie Cited_2016:2021,94,36,NO
Second,869,Multitaxon distribution models reveal severe alteration in the regional biodiversity of freshwater invertebrates,MacKenzie Cited_2016:2021,95,37,NO
Second,837,Scale-dependent occupancy patterns in reptiles across topographically different landscapes,MacKenzie Cited_2016:2021,96,38,NO
Second,751,Validating dispersal distances inferred from autoregressive occupancy models with genetic parentage assignments,MacKenzie Cited_2016:2021,97,39,NO
Second,502,"Development of ecologically meaningful, multiple-species conservation strategies under the California and US Endangered Species Acts",MacKenzie Cited_2016:2021,99,40,NO
Second,920,Occupancy models,MacKenzie Cited_2016:2021,100,41,NO
Second,839,Automated face detection for occurrence and occupancy estimation in chimpanzees,MacKenzie Cited_2016:2021,102,42,NO
Second,725,Identifying drivers of spatial variation in occupancy with limited replication camera trap data,MacKenzie Cited_2016:2021,106,43,NO
Second,515,Bat occupancy based on mist-netting surveys in a montane landscape in Northern Andes,MacKenzie Cited_2016:2021,107,44,NO
Second,775,Seventy years of stream-fish collections reveal invasions and native range contractions in an Appalachian (USA) watershed,MacKenzie Cited_2016:2021,108,45,NO
Second,644,Colonization and extinction rates estimated from temporal dynamics of ecological communities: The island r package,MacKenzie Cited_2016:2021,112,46,NO
Second,861,The efficacy of monitoring techniques for detecting small mammals and reptiles in arid environments,MacKenzie Cited_2016:2021,113,47,NO
Second,868,Effect of Revisitation Surveys on Detection of Wetland Birds with Different Diel Vocalization Patterns,MacKenzie Cited_2016:2021,116,48,NO
